Emotion,Text
sadness,When I learnt of the death of a friend.
joy,"I had a singing-lesson, but I was not very good. The last exercise was singing scales. I did that very well and my teacher seemed satisfied."
joy," Good bye then , and keep in touch . "
fear,"I don't mind those who disagree with Marijuana legalization, I do mind when their arguments are not based in fact. #FEAR #FEAR"
neutral,Hello ! 
surprise,"Als een date te mooi lijkt om waar te zijn, dan is dat doorgaans ook de werkelijkheid.      "
sadness,"@JordynneDeAnn i should have taken spanish, but i wanted to be difficult. Now i'm regretting my decision. "
joy,Celebrate other people's happiness! It will increase your happiness as well :)  #lifeSecrets
joy,A host of splendid 19th century rooms throughout Lord Byron 's apartments are open for the delight of the public . 
sadness,I'm afraid I forgot to lock the door . 
anger,"It turns out that underneath is #Hurt , and underneath #Hurt is #love ... can you feel it?"
sadness,"That he forgot his guest in his despair , "
joy,Great is Thy faithfulness Lord unto me. 
surprise,One more day. One more day. One more day. 
surprise,"Mi padre con : Virtual Diva - Don Omar en el movil,si es que hay cosas que mejor no saber!! "
surprise,I want to slip a few hashtags into this paper just to see what my teacher says. 
sadness,How sad that  will be phased out. Such an esteemed German brand with heritage! 
surprise,@sawaaaah_ my nail polish froze in my basement !
sadness,I cnt stand spending thanksgiving wit family I dnt even like...
surprise,Going out!!! But yet I dnt know where he is taking me he say...OAN: r.I.p unc Steve your at peace now love yu dearly : - ) *
surprise,;-) RT @QweenRay: @nellemel who knows what tomorrow night will bring!! 
anger,Look what you've done ! 
joy,Trying to teach my nan how to use her new  ... I think it'd be easier to train a monkey! 
joy,Listening to someone in Smith sing  from my room.  
disgust,"I love a girl with thick skin, but when you're talking to your man &amp; you say nigga in every sentence #GTFOH #HoodBooger"
sadness, No . I couldn ’ t find a policeman . 
surprise,Phooson..5 days away..gonna have one happy daughter!  
fear,"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today  #less&quot; Amen! This is a truely great sayin.."
joy,Having a Black Friday hangover.. 
sadness,Wren 's grief-stricken mother gives all her daughter 's possessions to Luna . 
joy,"After eating entirely too much food, the perfect way to spend the afternoon is decorating the house for Desi's first Christmas. "
fear,"Dear and scary developers: You almost killed me, I hope you are now happy."
joy,"If anyone else but u had said that, I would have tweet-bitched u out. RT @danecook: I just shit my pants. Pure 100% gravy. "
sadness,kickin 20 yrs down in a month and I havent even hung out in a kangaroos pouch. #tear
sadness,andd here we go. week 16. final week.  
joy,Forced to witness to heated debates between friends over controversial issues. #WhyCantWeBeFriends
sadness,"The journey was taken at a leisurely pace because of the trailer , yet , despite her dejection , Matt 's reminiscences caused it to pass rapidly . "
sadness,@CJStarchild Hey Cheeks :D Are u not feeling good? 
joy,Ahhh my sister is taking me to target so i can stop waiting for my brother:) 
anger,"Lucien made a small , indignant sound , his arms flailing before he recovered his poise . "
disgust,"`` A lot of people , they 're absolutely revolted by the fact that these evil , depraved IRA godfathers can recruit impressionable young Irish people into ( committing ) appalling acts of violence . ''"
surprise,Hope I make & teacher cry.. 
fear,"But the blank horror over Khmer Rouge atrocities between 1975 and 1978 has created a blind spot about its strength in Cambodia , and the growing likelihood that it will return to power , either on its own or with the other Cambodian opposition factions . "
joy,Our basketball team is undefeated in league play (4-0) currently.
joy," Thanks . I'm glad you say so . Oh , the music has stopped . "
joy,The man next to me at the bus stop smells like a public toilet. 
fear,"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”"
sadness,@christina_kb I heard that airport is the worst in the Nation!  
joy,"Cubiclenama by @sidin is what Bill Bryson is for travelogues. 3S - Sharp, skeptic and sarcastic. "
joy,The delight at being finally united with Joan was tempered by a feeling of discomfort about Ronnie Leahy . 
disgust,Seriously CNN? You just gave David Addington a platform to question Pres. candidates as if he's some moral authority?  
anger,Tanning makes me despise the press because now ashley is not in the air with some project 
surprise,@iDreamOf_Monie dude like a thief in the night thing....he just pops up and goes then comes back then goes...lol
surprise,#Apple #Applestore Rendez-vous demain à 15h à l'Apple Store Opéra pour vivre un instant magique !
sadness,I will forever cherish the picture of Gabriel Medina &amp; I but I'm never putting it up because I look like a hot mess. 
disgust,@RakiTweets TELL HIM D Indian Constitution does not take begging very kindly he he he 
neutral,Here's the restaurant we're meeting the Smiths at . 
sadness,Could happily die but wouldn't die happy. 
sadness,"When I recently thought about the hard work it takes to study, and  how one wants to try something else.  When I read a theoretical book in English that I did not understand."
sadness,I have 1 Christmas wish... 1! And yet it just won't happen:( 
fear,"Annabel said in an agitated voice , ` I feel as if my mind is whirling madly , like a hurricane . "
joy, at  JAKARTA &quot;MAGICAL ELECTRO&quot; W/ DJ's: @dhanesocces #CHRISTWIST #KHALID &amp; MAGICIAN MASTER DANIEL GL: #DANES @InfoDUGEM
neutral,"Hey John , nice skates . Are they new ? "
anger,We had fixed time for practice as we had to participate in the inter-department song contest.  I arrived and found that there was nobody there.  When I went to the canteen I found them eating lunch.  I was so angry that I aired my greviances to one of them and then left.
neutral, $ 59.95 . 
sadness,Dad said I can't go to the gym because I'm sick 
fear,Being chased in the dark by someone I did not know.
surprise,@ovCALLYoxo I can't wait til my dad comes home and sees the speakers in my basement lmao 
sadness,She felt guilty when she sensed Beth 's deep sadness . 
joy,I don't think @Neeeeekole_ or @pudsybear_ are coming to club. 
fear,"Nevertheless , even among non-abolitionists ( and across most of the political spectrum ) there has been grave disquiet about the state of the prisons . "
fear,Before knowing my marks I was not sure that I wanted to go to that class.
joy,Never look back unless you are planning to go that way. Henry David Thoreau   
surprise,“@alisaatiree: Getting Bop's for the family. #bestdaughterever” where's mine??
joy,Will anyone else feel that if we are 4th come the end of May it will be like we have won the league? 
surprise,Makes me laugh when people forget my name is adrianna and not ad 
sadness,Last cheer season if gonna fly by.... 
disgust,My grandma was doing a lot of laughing last night !!! My granddaddy must have touched her wet spot 
surprise,I got a surprise for all you bitches... pull the ribbon :)
anger,I dont even fuckn know! Big changes.....and everyone of em can suck my balls!!!!   
neutral, What signs ? 
fear,"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”"
sadness,"I partly colored my hair black. My mother didn't like it and reproached me to be a \subversive element\"". Later on she stated that this was due to my friends. As I see it, this all resulted from colouring my hair."""
disgust,"@erforeman @AIR_IN_MJ sorry boutcha, she has made it pretty clear that she doesn't do va jay jays along with butts/poop, and puke! "
fear,"When I was ringing up a guy who was my teen idol, and was in Auckland. I was really scared, I didn't know what to say or do."
surprise,For all the hard work everyone at Betsson Tech just got iPaded! Everyone here has smiles like kids at Christmas today. Thanks! 
sadness,Phone isn't working &amp; mom probably won't take me to the AT&amp;T store :( 
anger,Never been more embarrassed by United this season 1)vs City 2) Humiliated &amp; out CL.Unthinkable and unimaginable! #disgust #heartbreak
surprise,Currently ordering @ZackShull the best christmas presents ever hahaa.. 
joy,im tweet for Trey &amp; Jazzy at the same time . 
fear,"Feeling thoroughly disquieted , she left her room in a rush . "
joy,When I was notified that I had been accepted as a Psychology student.
surprise,Sam changed from black cloth to........black cloth #gh #jasam #thanksgiving
joy,I love late night conversations about Jesus and the Gospel.    #Grace #TheWay #TheTruth #TheLife
joy,Just failed a physics test 
fear,"Once our school class went skiing. On a steep slope a boy standing behind me lost his balance, fell down and drew me with him. I slided down the whole slope. At about 1 m distance from a tree I could stop."
surprise,"Just walked my and my parents' dog, visited my sister's flat (she's gone to Germany) and made a lil advent cal for her. "
anger,When my girlfriend of two years told me it was all over.
